"date_id","market_forward_excess_returns","D1","D2","D3","D4","D5","D6","D7","D8","D9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E3","E4","E5","E6","E8","E9","I1","I2","I3","I4","I5","I6","I7","I8","I9","M10","M11","M12","M15","M16","M17","M18","M3","M4","M7","M8","M9","P1","P10","P11","P12","P13","P2","P3","P4","P5","P6","P7","P8","P9","S1","S10","S11","S2","S4","S5","S6","S7","S9","V1","V11","V12","V13","V2","V3","V4","V5","V6","V7","V8","y_target","pred_prob","adaptive_center","position","strategy_return"
7001,0.000867473038736992,0,0,0,0,0,0,0,0,0,0.649259684002579,0.00661375661375661,0.0171957671957672,0.00396825396825397,0.00396825396825397,0.00396825396825397,0.00462962962962963,2.05039815721036,2.90517730009472,2.05165607862488,-1.19934130268949,2.03577452296246,1.68416338972384,0.943215765775944,0.00165343915343915,0.990410052910053,0.0248015873015873,-1.31858887589402,0.00165343915343915,0.703373015873016,-1.54071246133845,0.462301587301587,0.0347222222222222,3.0496756575023,0.898148148148148,0.492063492063492,0.270502645502646,3.05305162963572,2.30753050524124,-1.32040728861377,-0.828719766139683,0.166005291005291,0.962962962962963,0.15244708994709,0.994378306878307,-0.221665536944966,-0.0614480077728155,-0.175757872091236,0.476521164021164,1.30668433136632,0.00992063492063492,1.83503435445215,1.94503592035089,1.21001556444609,0.227513227513228,-1.41261855085671,0.428902116402116,0.30489417989418,0.492023681974164,-0.441785767886011,-0.153344854179958,1.96745837684166,0.00462962962962963,1.2357686437613,0.62962962962963,0.679232804232804,1.47847123778126,0.556216931216931,-0.01877555576532,0.0324074074074074,0.693452380952381,0.833994708994709,0.99537037037037,0.975529100529101,0.60978835978836,-0.806389761282294,0.989417989417989,0.902116402116402,0.991402116402116,1.62967974235047,0.58531746031746,-1.27742392821989,0.993386243386243,"1",0.548131197539572,0.545647242879051,0.314903727963124,0.000273170493805778
7002,0.000983817530077033,0,0,0,0,0,0,0,0,0,0.648238396709368,0.00628306878306878,0.0168650793650794,0.00363756613756614,0.00363756613756614,0.00363756613756614,0.0042989417989418,2.04634919442325,2.89509653910375,2.04778900695923,-1.22002202044405,1.97227519126555,1.68441519683022,0.86579792786727,0.00132275132275132,0.990740740740741,0.0244708994708995,-1.31734186037141,0.00132275132275132,0.715608465608466,-1.5937616914001,0.484126984126984,0.0343915343915344,3.02780968258235,0.892195767195767,0.555555555555556,0.223544973544974,3.02823856550003,2.31888949125853,-1.3675520004801,-0.838956478274402,0.166666666666667,0.963624338624339,0.152116402116402,0.994708994708995,-0.862895079973333,-0.133009179038946,-0.175491281692385,0.897486772486772,1.3043861242504,0.0105820105820106,1.83903969614572,1.94709065200662,1.87431752898293,0.11276455026455,-1.44834284330393,0.680555555555556,0.0998677248677249,0.643211633354319,-0.29936700915911,0.208342192519438,1.96608581228206,0.00595238095238095,1.30942243475182,0.725529100529101,0.601190476190476,1.06987413016559,0.517195767195767,0.0908425535432961,0.0320767195767196,0.693783068783069,0.0324074074074074,0.993386243386243,0.973544973544973,0.616402116402116,-0.8502482779147,0.985449735449735,0.949074074074074,0.991402116402116,1.30774182756968,0.578703703703704,-1.34638344803567,0.988756613756614,"1",0.547523513974738,0.545647242879051,0.311257626574123,0.000306220709393793
7003,0.000355505236461265,0,0,0,1,0,0,0,0,0,0.647217433663055,0.00595238095238095,0.0165343915343915,0.00330687830687831,0.00330687830687831,0.00330687830687831,0.00396825396825397,2.04231882768023,2.88510535283482,2.04393850949313,-1.36654503469522,1.99029479558438,1.68315802005774,0.890003526470578,0.000992063492063492,0.991071428571429,0.0241402116402116,-1.31609995736882,0.000992063492063492,0.778769841269841,-1.72957723956774,0.445767195767196,0.0340608465608466,3.03414384225078,0.840608465608466,0.525132275132275,0.210978835978836,2.99954134050751,2.28705802551684,-1.36979404641941,-0.803222135633971,0.181216931216931,0.964285714285714,0.151785714285714,0.995039682539683,-0.456396634872124,0.129925403053217,-0.175224700042363,0.518187830687831,1.31370593603069,0.0145502645502645,1.84734357657374,1.95630721795415,1.20574986911824,0.161375661375661,-1.4575562739397,0.764550264550265,0.566468253968254,1.21537114137499,-0.31046043062087,-0.257775352642084,1.96494155884672,0.00529100529100529,1.41192102766065,0.771164021164021,0.729497354497355,1.00071984286678,0.677248677248677,0.116412364180872,0.0317460317460317,0.694113756613757,0.439814814814815,0.986111111111111,0.963624338624339,0.731481481481482,-0.794408852916066,0.979497354497355,0.947089947089947,0.990740740740741,1.56363761348815,0.617724867724868,-1.28076001686049,0.987103174603175,"1",0.550077563121248,0.545647242879051,0.326581921453178,0.000116101583210186
7004,0.000627998085479192,0,0,0,1,0,0,0,0,0,0.646196791065717,0.00562169312169312,0.0162037037037037,0.00297619047619048,0.00297619047619048,0.00297619047619048,0.00363756613756614,2.03830690928193,2.87520237598178,2.04010446000217,-1.33577990786206,1.99448545579522,1.69847323079292,0.896982496690654,0.000661375661375661,0.991402116402116,0.0238095238095238,-1.31493068747794,0.000661375661375661,0.716600529100529,-1.67244269719475,0.488756613756614,0.0337301587301587,3.08569305254319,0.847883597883598,0.596560846560847,0.17526455026455,3.07641660360034,2.33333203915115,-1.37538230629141,-0.788471445895146,0.190145502645503,0.96494708994709,0.151455026455026,0.99537037037037,0.741418720992696,-0.155681883407153,-0.174958127084174,0.781084656084656,1.31684289718186,0.0145502645502645,1.85015803035236,1.95509439653693,0.549417134489737,0.0264550264550265,-1.49289889991994,0.80026455026455,0.099537037037037,0.617212289661449,-0.354423199660133,-0.656228281466067,1.96350463068452,0.0119047619047619,1.49162296024867,0.749338624338624,0.703703703703704,1.20297769155894,0.733465608465608,0.0334214474937321,0.0667989417989418,0.694444444444444,0.53968253968254,0.985449735449735,0.957671957671958,0.718253968253968,-0.720890031341752,0.974867724867725,0.966931216931217,0.990740740740741,2.79845327856052,0.722883597883598,-1.19212062263104,0.973544973544973,"1",0.550194051886181,0.545647242879051,0.327280854042776,0.000205531749752858
7005,-7.68540571668478e-05,0,0,0,1,0,0,0,0,0,0.645176465115688,0.00529100529100529,0.0158730158730159,0.00264550264550265,0.00264550264550265,0.00264550264550265,0.00330687830687831,2.03431329320139,2.86538627226364,2.03628673360602,-1.29623803820742,1.9992558791547,1.72577172747417,0.904937838189559,0.0218253968253968,0.991732804232804,0.023478835978836,-1.31376685014138,0.00760582010582011,0.779100529100529,-1.72535108406535,0.458664021164021,0.0333994708994709,3.05659591174076,0.826719576719577,0.49537037037037,0.17526455026455,3.06480054546663,2.36684467066587,-1.35526692583702,-0.797852891884439,0.189814814814815,0.965608465608466,0.154431216931217,0.995701058201058,-0.925497673425633,-0.12176261588638,-0.174691562760826,0.327380952380952,1.31208470589462,0.0271164021164021,1.85436573328277,1.95972427484966,0.770635610307542,0.160383597883598,-1.46479775959177,0.080026455026455,0.979828042328042,-0.0161374341080346,-0.36546236980835,-0.133015882762482,1.96172699427768,0.00462962962962963,1.53274802974359,0.42526455026455,0.367724867724868,0.862107616619772,0.560185185185185,0.018477207390139,0.0962301587301587,0.773148148148148,0.687830687830688,0.975529100529101,0.993716931216931,0.875,-0.756345049165104,0.982142857142857,0.902116402116402,0.993386243386243,3.13359257021376,0.826058201058201,-1.24602072075329,0.990079365079365,"0",0.552250093483449,0.545647242879051,0.339617103626385,-2.61009522969415e-05
7006,0.00480999568339533,0,0,0,1,0,0,0,0,0,0.644156452007463,0.00496031746031746,0.015542328042328,0.00231481481481481,0.00231481481481481,0.00231481481481481,0.00297619047619048,2.03033783506001,2.85565573363492,2.03248520675004,-0.990180831053661,1.9990822706713,1.7303990556499,0.906445291552027,0.021494708994709,0.992063492063492,0.0231481481481481,-1.74912566600575,0.00727513227513227,0.650462962962963,-1.61289642273367,0.492063492063492,0.0330687830687831,3.03475588111862,0.869708994708995,0.515873015873016,0.178240740740741,3.0444182640987,2.39671825335838,-1.39798980319313,-0.796180456344428,0.191798941798942,0.966269841269841,0.154100529100529,0.996031746031746,0.534442423937282,-0.0850221298772687,-0.174425007015332,0.780753968253968,1.30007992962542,0.00925925925925926,1.85152384080439,1.95747163291068,-0.118778496585936,0.16005291005291,-1.51152945560083,0.74537037037037,0.381283068783069,0.287753423682347,-0.398397700543232,-0.236292525801921,1.96015769937113,0.0112433862433862,1.57907723817509,0.582010582010582,0.471560846560847,0.99675455557451,0.476190476190476,0.0595785103921038,0.0958994708994709,0.773478835978836,0.857142857142857,0.992063492063492,0.989417989417989,0.829695767195767,-0.762839072753986,0.978174603174603,0.978835978835979,0.998677248677249,2.8339008348571,0.829365079365079,-1.2530699914198,0.988095238095238,"1",0.551943264038264,0.545647242879051,0.337776126955273,0.00162470171260886
7007,-0.00424058013732445,0,0,0,1,0,-1,0,0,0,0.643136747931598,0.00462962962962963,0.0152116402116402,0.00198412698412698,0.00198412698412698,0.00198412698412698,0.00264550264550265,2.02638039210391,2.84600947952218,2.02869975718723,-1.29784521098989,2.06016176484547,1.73951715334582,0.985206199573407,0.0211640211640212,0.99239417989418,0.0228174603174603,-1.74726516314635,0.00694444444444444,0.596560846560847,-1.66584735653738,0.464285714285714,0.0327380952380952,3.05807754987764,0.847883597883598,0.5,0.181216931216931,3.09357147305229,2.3850299502848,-1.35370952368893,-0.811991530405965,0.191468253968254,0.966931216931217,0.153769841269841,0.996362433862434,-0.134602098894736,0.212188698905325,-0.174158459790705,0.429563492063492,1.33166981795879,0.0125661375661376,1.88709703744114,1.99252152667972,0.325227111726884,0.223875661375661,-1.59780675791036,0.391865079365079,0.891203703703704,-0.0998919886894172,-0.332659651113549,0.339211024062605,1.95824005759687,0.00529100529100529,1.57308696702247,0.187169312169312,0.423280423280423,1.13121806711407,0.499338624338624,-0.0964574459973568,0.0955687830687831,0.773809523809524,0.753306878306878,0.98478835978836,0.99537037037037,0.871693121693122,-0.77176625045119,0.976851851851852,0.937830687830688,0.999338624338624,2.58752522616845,0.864417989417989,-1.27277080013069,0.992724867724868,"0",0.550893709299155,0.545647242879051,0.331478798520623,-0.00140566240895073
7008,0.00140647493329153,0,0,0,1,0,-1,0,0,0,0.642117349074603,0.0042989417989418,0.0148809523809524,0.00165343915343915,0.00165343915343915,0.00165343915343915,0.00231481481481481,2.02244082318066,2.83644625608565,2.02493026396042,-1.07352413739428,2.0040713103105,1.74709598114073,0.916644249221816,0.0208333333333333,0.992724867724868,0.0224867724867725,-1.74541451591644,0.00661375661375661,0.608134920634921,-1.49808610801966,0.480820105820106,0.0324074074074074,3.02939336251299,0.862433862433862,0.532738095238095,0.169312169312169,3.02960756740535,2.38793131310809,-1.38403298425312,-0.800920756440995,0.222222222222222,0.967592592592593,0.153439153439153,0.996693121693122,-0.491592589862899,-0.115509194315106,-0.173891921029963,0.781084656084656,1.29668867226109,0.00661375661375661,1.87076443901736,1.95661995246602,1.20168581299612,0.371362433862434,-1.49802175763054,0.720568783068783,0.651785714285714,1.2472538526218,-0.299789519954756,-1.08268009040964,1.94492909628267,0.00595238095238095,1.5985342968258,0.130291005291005,0.159391534391534,1.19756091286524,0.187830687830688,-0.0533877779471408,0.0952380952380952,0.774140211640212,0.755952380952381,0.994708994708995,0.996031746031746,0.867063492063492,-0.578692184700743,0.971560846560847,0.943783068783069,0.991402116402116,2.93008547773151,0.707671957671958,-1.02536096029279,0.994047619047619,"1",0.550618131701781,0.545647242879051,0.329825332936377,0.000463891063139547
7009,-0.00530161266242121,0,0,0,1,0,-1,0,0,0,0.641098251618846,0.00396825396825397,0.0145502645502645,0.00132275132275132,0.00132275132275132,0.00132275132275132,0.00198412698412698,2.01851898871653,2.82696483550493,2.02117660738478,-1.01731861790698,2.02029776454632,1.7441343114029,0.938980366339235,0.0205026455026455,0.993055555555556,0.0221560846560847,-1.74353839677095,0.00628306878306878,0.62202380952381,-1.52362426484501,0.514550264550265,0.0320767195767196,3.11441222314091,0.861772486772487,0.561507936507937,0.187830687830688,3.09678122500396,2.36044790697178,-1.36482190351842,-0.795743391965736,0.223544973544974,0.968253968253968,0.153108465608466,0.99702380952381,0.380675715735902,0.114689489779717,-0.173625390676125,0.847883597883598,1.30217395826141,0.00661375661375661,1.87298134903632,1.9662194962199,0.545671495411093,0.0701058201058201,-1.50519066736729,0.396825396825397,0.099537037037037,0.636508505941029,-0.223208229565141,-0.0438498193167593,1.94460940096186,0.0138888888888889,1.60854349673003,0.617724867724868,0.593253968253968,0.856637076204417,0.778439153439153,-0.0877192406178272,0.101521164021164,0.774470899470899,0.613095238095238,0.994708994708995,0.990740740740741,0.787367724867725,-0.564536516494769,0.966931216931217,0.96957671957672,0.970238095238095,2.08272795239843,0.755291005291005,-1.00734953069346,0.989417989417989,"0",0.549622837388559,0.545647242879051,0.323853567057043,-0.0017169461718799
7010,0.000941651925846057,0,0,0,1,0,-1,0,0,0,0.640079451742448,0.00363756613756614,0.0142195767195767,0.000992063492063492,0.000992063492063492,0.000992063492063492,0.00165343915343915,2.01461475069399,2.81756401528792,2.01743866903062,-0.0977970989733098,1.95519989701723,1.75168587919659,0.858984664713182,0.0201719576719577,0.993386243386243,0.0218253968253968,-1.7416720303179,0.00595238095238095,0.637566137566138,-1.46641965943191,0.528439153439153,0.0317460317460317,3.05104436816674,0.829365079365079,0.578703703703704,0.211640211640212,3.04186236327249,2.31030606037633,-1.38507158265956,-0.766551367040998,0.224537037037037,0.968915343915344,0.152777777777778,0.997354497354497,-0.692530456243926,-0.292365414779123,0.134065026946198,0.0324074074074074,1.26679273251114,0.0125661375661376,1.84990912859523,1.92731967894403,1.64289837104291,0.51223544973545,-1.43664587508446,0.629960317460317,0.0992063492063492,0.682392490065621,-0.157498777989998,-1.51531638859843,1.92916942676849,0.0251322751322751,1.57383647384546,0.176587301587302,0.207010582010582,0.85557797660632,0.287698412698413,-0.00931886118391875,0.101190476190476,0.609126984126984,0.80489417989418,0.987433862433862,0.979828042328042,0.765542328042328,-0.586208906524141,0.959656084656085,0.766534391534392,0.972883597883598,2.03732192569638,0.712962962962963,-0.992215937571919,0.978174603174603,"1",0.551579782977231,0.545647242879051,0.335595240589079,0.000316013904605477
