"date_id","P_star","V_star","y","P_star_std","V_star_std","pred_prob","market_ret","adaptive_center","position","gross_ret","net_ret"
7001,0.493667577961697,0.318481406246599,1,-0.141959544262721,0.183379045499475,0.519090363911794,0.000867473038736992,0.5,0.954518195589688,0.000828018799657937,0.000541663340981031
7002,0.587699991157713,0.278321107894991,1,0.250042957106235,0.0429001171692187,0.513847356146608,0.000983817530077033,0.5,0.692367807330424,0.000681163586112669,0.00060251846963489
7003,0.590473596646203,0.315325490995557,1,0.261605568894494,0.172339795031612,0.513909705951815,0.000355505236461265,0.5,0.695485297590764,0.000247248665175338,0.000246313418097236
7004,0.4141959800685,0.432444388797441,1,-0.473260891352272,0.582016463924454,0.525453737339157,0.000627998085479192,0.5,1,0.000627998085479192,0.000536643674756421
7005,0.44761717641778,0.46673247701032,0,-0.333934545017303,0.701954663697455,0.523942043626342,-7.68540571668478e-05,0.5,1,-7.68540571668478e-05,-7.68540571668478e-05
7006,0.392239800995817,0.446622894100219,1,-0.564791852054671,0.631612241645548,0.527098381847528,0.00480999568339533,0.5,1,0.00480999568339533,0.00480999568339533
7007,0.461287688238114,0.423619335886186,0,-0.276944889573772,0.551146823351146,0.522408878505768,-0.00424058013732445,0.5,1,-0.00424058013732445,-0.00424058013732445
7008,0.545926527244008,0.494446331642049,1,0.075897662005885,0.798896488294483,0.517852003369605,0.00140647493329153,0.5,0.892600168480251,0.00125541976241927,0.00122319981296334
7009,0.444670186983993,0.429241301712543,0,-0.34621996012352,0.570812208490507,0.523517511155206,-0.00530161266242121,0.5,1,-0.00530161266242121,-0.00533383261187713
7010,0.477025275603379,0.411391896186068,1,-0.211338005702396,0.508375785888806,0.521275270353492,0.000941651925846057,0.5,1,0.000941651925846057,0.000941651925846057
7011,0.780176984779607,0.386539386950742,1,1.05244141090829,0.421442819576405,0.503202206388489,0.00782530641324018,0.5,0.160110319424445,0.00125291230941804,0.00100094540524537
7012,0.645823181581765,0.284164258408508,0,0.492347022899773,0.0633391964565476,0.510928646525028,-0.00407590647419002,0.5,0.546432326251406,-0.00222720705627482,-0.00234310365832291
7013,0.689618988800529,0.319285980787326,1,0.674923066582073,0.186193411275686,0.508634045456892,0.00120715069149189,0.5,0.431702272844581,0.000521129697182956,0.000486710681160909
7014,0.72753232887872,0.229773007875734,1,0.832976270161161,-0.126918966430847,0.507040992029103,0.000969872487916629,0.5,0.352049601455151,0.000341443222833365,0.000317547421416536
7015,0.667415381744157,0.25474598884442,1,0.582360627634905,-0.0395645953806534,0.509841324368248,3.49401799293897e-05,0.5,0.492066218412407,1.71928822085039e-05,-2.48121028786729e-05
7016,0.577941117214063,0.258399399964947,1,0.209360145015889,-0.0267851266011112,0.514211115386384,0.0029852189073832,0.5,0.710555769319199,0.00212116451732189,0.00205561765204985
7017,0.674101906145309,0.201210144350526,1,0.610235423161553,-0.226830586183641,0.509560549326101,0.00119386694325451,0.5,0.478027466305064,0.000570701189989325,0.000500942699085085
7018,0.700939144070286,0.259440570148271,0,0.722114551207481,-0.0231431598437359,0.508199077952015,-0.00104950565371843,0.5,0.409953897600757,-0.0004302489332959,-0.000450671003907193
7019,0.646793997365336,0.280589548677871,1,0.496394161568169,0.050835021620615,0.510874946276056,0.00134601715176466,0.5,0.543747313802823,0.00073189321060456,0.00069175518574394
7020,0.597912890352569,0.262628038441541,0,0.29261851051958,-0.0119935382446916,0.513256344614632,-0.00398375444985673,0.5,2,-0.00796750889971346,-0.00840438470557261
7021,0.52958178724366,0.310600207592431,0,0.00775967908497955,0.155810964923923,0.517096160849204,-0.000665825646810685,0.5,2,-0.00133165129362137,-0.00133165129362137
7022,0.389545759581631,0.353419206180276,1,-0.576022776980006,0.305589907827476,0.525356163485312,0.000574063696862456,0.5,2,0.00114812739372491,0.00114812739372491
7023,0.371452698659641,0.382255203161776,0,-0.651449163454381,0.406456936200371,0.526997537387238,-0.0026779475376628,0.5,2,-0.0053558950753256,-0.0053558950753256
7024,0.4234974254562,0.380608466656196,0,-0.434485008288157,0.400696725518647,0.523947310312684,-0.00536190006528546,0.5,2,-0.0107238001305709,-0.0107238001305709
7025,0.472107675544052,0.455148003366207,1,-0.231838506098675,0.661432692756225,0.522198779616543,0.00814445464005331,0.5,2,0.0162889092801066,0.0162889092801066
7026,0.796203360722872,0.422133166408993,0,1.11925219714796,0.545948268956819,0.501908467536213,-0.00329584069799686,0.5,0.318093624156644,-0.00104838591226878,-0.00155295782502179
7027,0.507112818698055,0.428839045184024,1,-0.0859089993386721,0.569405133135998,0.51966589436961,0.00134898741177762,0.5,2,0.00269797482355524,0.00219340291080223
7028,0.386049561690445,0.384657487218085,1,-0.590597733338605,0.414860018438969,0.526200437529753,0.00618541950413604,0.5,2,0.0123708390082721,0.0123708390082721
7029,0.45118805668273,0.287510342062697,0,-0.319048252638189,0.0750436474974357,0.52086234982679,-0.00124252612128746,0.5,2,-0.00248505224257492,-0.00248505224257492
7030,0.403629876342947,0.256210431579137,1,-0.517308884478921,-0.0344420401602468,0.522677049348388,0.00195144405258461,0.5,2,0.00390288810516922,0.00390288810516922
7031,0.37158214212808,0.210228836862537,0,-0.65090953927917,-0.195283602943248,0.523229361051485,-0.0008567725033373,0.5,2,-0.0017135450066746,-0.0017135450066746
7032,0.280643844763496,0.208750508453208,1,-1.0300132847381,-0.200454729632708,0.52729223430697,0.00978811811128276,0.5,2,0.0195762362225655,0.0195762362225655
7033,0.345207287637986,0.174170756745689,0,-0.760861082390234,-0.321413155271598,0.523560589108229,-0.000966744688491234,0.5,2,-0.00193348937698247,-0.00193348937698247
7034,0.380866713744438,0.167079399287686,1,-0.612203999624834,-0.346218406651588,0.5218963056261,0.00839652053895322,0.5,2,0.0167930410779064,0.0167930410779064
7035,0.487027782003682,0.20378928023294,0,-0.169639538167542,-0.217808884163214,0.517928176199576,-0.0024326587956206,0.5,2,-0.0048653175912412,-0.0048653175912412
7036,0.461852095784534,0.227191765183969,0,-0.274591986330428,-0.135948037976203,0.519407452785004,-0.0015673777156819,0.5,2,-0.0031347554313638,-0.0031347554313638
7037,0.346194412657722,0.222453919742302,0,-0.756745953747371,-0.152520809533145,0.52466634504306,-0.00395434275844291,0.5,2,-0.00790868551688582,-0.00790868551688582
7038,0.465712216527134,0.261059790872926,0,-0.258499907702914,-0.017479198133637,0.519729950711152,-0.000168609934852437,0.5,2,-0.000337219869704874,-0.000337219869704874
7039,0.268731927066584,0.243083291779866,1,-1.07967170968521,-0.0803601883497316,0.528843017715664,0.00279473482319509,0.5,2,0.00558946964639018,0.00558946964639018
7040,0.374831799423653,0.166836252963817,1,-0.637362361820258,-0.347068921623004,0.522144115576428,0.00509502465797697,0.5,2,0.0101900493159539,0.0101900493159539
7041,0.362007914468633,0.136003242847867,1,-0.690822597591898,-0.45492141266684,0.521985057877306,0.00265520057570088,0.5,2,0.00531040115140176,0.00531040115140176
7042,0.347406158513787,0.147401608227202,1,-0.751694425338643,-0.415050440116121,0.522833268509877,0.00140638482747994,0.5,2,0.00281276965495988,0.00281276965495988
7043,0.248767411123339,0.175380858541908,0,-1.16289982137962,-0.317180273284141,0.527690775689447,-0.000472455587839261,0.5,2,-0.000944911175678522,-0.000944911175678522
7044,0.297120189022601,0.192987898100968,0,-0.961326669735231,-0.255591636001865,0.526118030594546,-0.00444511181539208,0.5,2,-0.00889022363078416,-0.00889022363078416
7045,0.249232876128586,0.244865641871719,1,-1.16095938998841,-0.0741256074056178,0.529825746701415,0.00796828784229529,0.5,2,0.0159365756845906,0.0159365756845906
7046,0.400788954295536,0.182819229877667,1,-0.529152125664895,-0.291161182872477,0.521370648367711,0.00598173755260579,0.5,2,0.0119634751052116,0.0119634751052116
