"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","Feature","Contrib_PC1","Contrib_PC2","Total_Importance"
-0.234076391757185,-0.110165752522144,0.15671558414819,-0.0904078259778903,-0.0588837544166704,0.00845459169753204,0.0919898040188319,-0.00585393686010013,0.00513068268189448,0.00386958116131753,0.00889154195264195,-0.00119194579038376,0.00916733690272448,0.013102268035273,0.0120715389304116,-0.000956898545082741,0.0154579128927633,-0.00970935709595751,-0.0156616038003257,-0.0161607712194975,0.0310060513516293,0.0313379707909192,0.0453659273381193,0.0237808328698966,-0.0167569308957457,-0.0309781668114024,0.0358467709181857,0.000624814052891637,-0.013690112208479,-0.0154026515326594,-0.0206801107180332,-0.0391996526465962,-0.0342438128240361,0.0353227920651992,-0.00454537661022914,-0.0265034422535415,0.0399894697274199,0.0098222200038355,-0.0358163148153884,-0.0324366776715929,-0.0287934481795061,0.00938364783231922,0.00385627827752223,-0.00487506290613011,0.0154301067506897,-2.89279469044279e-05,-0.0718179409684491,0.0414051676506969,0.00480813914272821,0.00285342530648763,0.0111391300979505,0.0704278418707004,0.0308965211594171,-0.0224743221616187,-0.0130604475571806,0.0151046792651794,-0.0305912018676087,0.0225685381788581,-0.00721659016012542,-0.00356438207988848,-0.00939886003854432,0.0916644503141872,-0.0115935268981308,-0.0554062395766882,0.0547679890196043,0.0450113559888827,0.0600936305629973,-0.0775719752428608,-0.0136461547492611,-0.0213964582877739,-0.101193258443191,-0.0296006048488337,-0.0181859486589028,0.0950029470732787,0.162835138735064,-0.0514906815588537,-0.0290725020826924,-0.0200875767052636,-0.0320824674043859,-0.00377020863133066,-0.0182535766218865,0.0554173694586022,0.106019351488766,0.147233861830131,-0.0875904990169804,0.0982636615959176,0.0346596851143775,-0.15650405912615,0.00972876515291736,-0.337765359094938,-0.139957425134987,-0.749428395173809,0.00730017459939029,-1.79869140415345e-16,"E2",0.0547917571780633,0.0121364930287703,0.258704948168437
-0.241374923436404,-0.0876200228979071,0.106473762224211,-0.0129485290681327,-0.012403450323424,-0.121858744395126,0.0831094839857017,-0.0176583273730559,-0.0179669575916104,0.0647383868677989,0.129700379280564,0.00152505403414151,0.00226539784544463,0.0105609705015005,-0.000281070865913022,-0.0226619786061914,0.0634461882778832,-0.0764252273844435,0.00148256236200011,0.0456290703021273,0.0262140765414072,0.00689285600742377,0.0234870705446722,0.0114122073519462,-0.0315648953871052,-0.0292914929029808,0.0618294492940557,-0.00115665195515254,-0.023124918980058,-0.00604072892658791,-0.00877106351549034,-0.0737938877855482,-0.0561379269011931,0.0527252480224578,-0.0480129889942434,-0.0107055840396353,0.074125746115136,0.128089827578965,-0.0208608719638768,-0.0624924011206427,-0.0516146757307421,-0.000135019845840434,0.0245297865544414,0.00639439481955285,0.0617443621726612,-0.0360576472932836,0.04189111391443,0.00979963768768032,-0.0778655836413649,0.0376033874573767,-0.0103140027610842,0.0437910745267059,-0.109706425202457,0.000403961314679651,0.00616616702488682,-0.00913791896365336,-0.00421680795667617,0.128447368479186,-0.0316000513814023,0.00336494652184054,-0.0384399703326902,0.0376282144494399,-0.0662036393651153,0.0615764300948239,-0.0819367650912547,0.0368575777692144,0.0527932349510808,-0.060361503460211,0.0529729697944118,0.0527063729901271,0.0247992423750788,-0.095306436674756,-0.168014342642435,-0.144034350665921,-0.222937667095448,0.117208443963164,-0.166323418855275,-0.0312244851412926,-0.026191245488577,0.0894871816194749,-0.0884933522176676,0.202441896878659,0.116309581826128,0.0183190293707989,-0.11119006476064,0.0442043116166026,0.0665103424388204,0.138451910517685,-0.221836892166646,-0.133437160688304,0.637464441833124,0.0678772160961543,0.00248758058259588,2.10416536625124e-16,"P11",0.0582618536639299,0.00767726841262977,0.256786140740811
0.11119148747325,-0.226351660146448,0.0447562857200519,-0.180276335480704,0.00942729265999422,0.0377892195142264,-0.0947149304612987,-0.053881401551645,0.125627546816422,-0.0211838487320682,0.0115082974229181,0.0085174608912387,0.0080059099920823,0.0383629482289097,-0.0508603373536121,0.0054880722365742,-0.0809310660917748,-0.0116815993275882,0.0106909417757549,0.0101750242614302,-0.0458868498075476,0.0647987882284737,-0.0284406207378491,0.000593239607954973,0.026851395087694,0.00621164281686903,0.0688014653216968,-0.0165606348472568,0.0871168023403344,-0.00617291836431985,0.0405538573790057,0.0643291547726378,-0.0277185062216242,-0.063221148059953,0.0484914727572487,0.00226323796121593,-0.0541326786653118,0.0457758416814443,0.0862194861170344,0.0406434663270445,0.0458165633226165,0.0665085481914561,-0.0298394672769829,-0.0538996963388127,0.0276385393633596,-0.129502656179963,-0.0373123360825589,-0.0434514561434602,-0.0239468834436962,-0.0387109185218376,0.061282290155074,-0.0505170731772688,-0.076640298501036,0.0329056845819037,0.107536122920732,0.0206322231978343,0.0580543418651081,-0.0605389787545516,-0.181568120127494,0.0415263845954136,0.00900328564397964,-0.00773022175595058,0.0338234416523406,-0.0483265665193367,0.00394625895092573,-0.0511011915438178,0.0392902672758915,-0.0448865336596508,0.0790154628063289,-0.027602590468816,-0.0451001714898408,-0.0732162964039652,0.230983018471622,-0.00251980669306175,0.107018730713166,0.0011707325533715,-0.0851021127602487,0.4932809868443,-0.0456766680768674,-0.0836899350795201,-0.162571613671035,0.268835620971507,-0.146840277350353,-0.0666824897706555,-0.175491284888025,0.425106788389823,-0.0273353683446907,0.00974693112067838,-0.0602664379680104,0.154198852199174,0.0102566944300652,0.00670036180909999,-0.000820887213098587,-3.28648783534669e-19,"M18",0.0123635468865138,0.0512350740510533,0.252187670074425
-0.231554442798584,-0.092806303744433,0.066056601121957,0.00429508841821116,0.0762651614797678,-0.178124922315546,0.0348303093687333,-0.0036506356846936,-0.0358773170281602,0.0726023542490478,0.146932578225584,0.00040748972955868,0.00427659106454894,0.0135408204175879,0.00902129365722426,-0.0222006087569096,0.101685378925793,-0.0560403961914572,-0.000117691896869557,0.0260088925282935,0.0263226770342758,-0.00748682180369973,0.0231357490948839,0.0221991763319138,-0.0152175341836202,0.0212360267066651,0.0594187616576253,-0.00662209611988067,0.0140379318820885,-0.0034787504055318,0.00942906275566377,-0.0569854455138349,-0.032529360041916,0.0277612363879,-0.0310955354963526,0.0296449724765933,0.0365079835518762,0.149091828602309,0.0624599362306042,0.00241741805326608,-0.0225842809637151,-0.011820351543433,0.0457592261603082,0.0103884622331637,0.0802041931735811,-0.0369377054331108,0.0552671197528153,0.0566914236683463,-0.0888377310714477,0.0211919394807345,-0.0293288077153892,-0.0595390818777784,-0.149055139925966,-0.0145508838201728,-0.0705112337915596,-0.0458241276728051,-0.0263434510301021,0.107642673025004,0.0129924465716729,-0.00271474266746823,-0.0522753000464364,-0.00531366880362606,-0.039976843866733,-0.0931890902569189,-0.00412302234412973,0.0166425413812451,-0.0328016129177643,-0.0226509145372109,0.0617185836094359,0.00110910809669316,-0.0258979082646733,-0.0593037599823294,-0.0811560562598174,-0.0568717371682539,-0.301069670540822,0.0939545411650618,-0.0549197568446446,-0.0998005589875244,-0.0218915386996303,0.185278641482626,-0.13949125474153,-0.0214872149957608,0.0113976730751596,0.162276335670742,-0.187853298721197,0.0496159986135193,0.0320116849399025,0.071129445611313,0.0616112176555309,0.461580390179523,-0.501732289870492,-0.0195722637211665,-0.00211225542915072,-1.33512721278012e-16,"P10",0.0536174599797629,0.00861301001470396,0.24946035756101
-0.233722802011776,-0.0704716080160668,0.175808525877785,-0.0579024451173818,-0.0363369311821412,-0.0266836571804344,0.102684121899695,-0.00933225041878674,-0.0664968045776204,0.0378705092265667,0.0258785616980086,-0.0025669182866545,-0.0198390086655491,-0.0275175535835875,0.0354321190713562,-0.0165014089679698,0.0606218450263606,0.000222577942886597,-0.0144544999528283,-0.00624142157738963,0.0348925562994497,0.0663709499857318,0.0590798172468416,0.0098131853426203,-0.020420360181381,-0.0441844271431291,0.0414568041771114,0.00525925884326151,-0.0176557273048206,-0.0304989406185036,-0.0333841934940737,-0.0298537969092944,-0.0619941765836296,0.0244655177482911,0.024288992918766,-0.0678493065875613,-0.00670881416269509,-0.0401079165924757,-0.049003813334724,-0.0203279924606689,-0.0266201806947124,0.0530844651123503,-0.00507307573576564,-0.0369843897290555,-0.0019244405322308,0.0150972130365875,-0.111983927716868,0.00999380568343268,0.00565901897352121,-0.0427862738631086,0.0431691512657557,0.0922991983967623,0.0694171711017392,-0.0271830237311019,-0.0105347671697899,0.0316689761753879,-0.0698570880708541,0.0100858212226782,0.0107819517916998,-0.00660251785089335,0.00163072554430575,0.12134935883994,0.00613257889684368,-0.0486942549541442,0.0904707108632187,0.0454773731396533,0.139206377698616,-0.0374667029572159,-0.00295091755226479,-0.0449311095670528,-0.104603374410759,0.0309470666700946,0.00968412093820991,0.142226949251577,0.262927498121712,-0.0979769494365952,-0.0308422778979855,-0.051612699926221,-0.0512851819818255,0.0588208382381009,0.021918550851386,0.116388236144948,0.0703032416246347,0.180540118354987,-0.158084682040236,0.077220956917761,0.00361652690831842,-0.119052507644588,0.000679832590609816,-0.30460414795483,-0.229068034669261,0.628436580374939,-0.0084577738511067,1.64798730217797e-17,"E3",0.0546263481802359,0.00496624753637017,0.244115947280398
-0.0113751596974647,0.240385004345622,-0.0958170957293919,0.0721312867221093,-0.0180040316880188,-0.120466718162365,0.0611249620511602,-0.0865260615139099,-0.177600455620899,-0.0461757438597428,-0.0516904156349317,-0.0121327923060959,0.0672050976013608,0.0586059113761366,-0.047095115868569,0.00649674476712493,-0.010537316179617,0.0276079825991183,-0.0186596855929299,-0.0157950796399571,0.0797151336423756,-0.0827128335316532,0.073908422929529,-0.0408225729803785,0.0333256543277133,0.036282917051098,0.151864825418645,0.00362663101577811,-0.0459442100129034,-0.0436674195700026,-0.0265818457852692,0.13832057336375,-0.0928496200960172,-0.00667434936364319,-0.0568842445042681,0.00864183772378035,-0.051124846943931,-0.086577201410991,0.174953862823447,0.0851564035342151,-0.00191936973569295,0.0168434922395166,-0.0227200962901239,-0.0782856674476139,-0.0166634281664253,0.047282944154113,-0.0897370669732565,-0.140522332105606,-0.00885641453719105,-0.0867364085646725,-0.115709723955034,0.0779511173827206,0.0557939609502905,0.0275464753328918,-0.0116314898061388,0.0256222442818256,0.135425080626274,-0.126463895315684,0.123881531556476,-0.0351618509854907,0.0175729414198403,0.0146350002614783,-0.106286410230264,-0.321339684995229,0.363578386827088,-0.159530249413163,-0.0555289926800699,-0.0082694645435607,0.163457766446367,0.135442216151903,-0.152213484087094,0.25141447100851,0.00163851286656358,-0.372484442901378,-0.0124233099629821,0.0522002368052071,-0.11473467901106,0.0926060006860114,-0.0477889538002172,-0.0307697060201377,-0.0389540212471194,0.0715200632090219,0.130024534750872,0.0294946818451025,-0.0307118298458564,-0.00781540403516817,-0.0162163779803682,-0.0142465564749027,-0.0542671491045241,-0.0201607504916427,0.00910679688031073,-0.0268900406701172,-0.000484820017078482,-7.28583859910259e-17,"E15",0.000129394258142825,0.0577849503142449,0.240653993468606
-0.0880081867839518,0.223574153244024,0.0555790669835992,0.0967040982190511,-0.182033761078342,0.0274892184201425,0.126706542893228,-0.036957163737218,-0.00868596538070985,-0.0201651069685264,-0.108328517684715,0.00505924630765449,-0.0585354498227813,-0.0864233338622281,-0.0183070341790371,-0.020011644629783,-0.00526000825282822,-0.0242954457654015,0.00213414136281147,0.0466712427751549,0.036852625774362,-0.0308898116796531,0.0179698809500717,-0.121364837931781,0.00725114145607386,-0.0297047378302765,0.0140864226201303,0.0158144408552878,-0.153799596960489,-0.0122791067264204,-0.0123141842739018,-0.0131282692032046,-0.0597089542736706,0.0436842411009943,-0.0550690274219212,-0.0851449160590993,0.0987312567216573,-0.129703627026727,-0.0472385318319238,-0.0914631679251302,-0.0323701927711048,0.0301097951899068,0.0336275161385079,0.0183750636262231,0.0168054589549229,0.0196493899218379,0.0700890869325552,0.0152888181671322,0.0828450184857969,-0.0800353108512313,0.0248693979363532,0.0265000519220157,-0.0479554706516599,-0.113223606600163,0.0919623338403847,0.0333453159842572,-0.0494319924794877,-0.0702590879947337,0.070276085114533,-0.0216056327414838,-0.0618803224874187,0.0173400279091736,-0.109419306844182,0.143292347365776,-0.0736043795191032,0.159825894226427,0.0743624220656449,0.0311065815211977,0.377297546253764,0.118167975786057,0.150936965412526,0.150838769862007,0.201291785764433,0.301288430408077,-0.0969632292141803,0.00571957166874965,0.0681048841275359,0.121982542522076,-0.0791722295829222,0.164750709190294,-0.261987411416611,0.159943250564113,0.149786687241941,-0.169475198936585,0.160984133739918,0.04637863281298,-0.111548484064012,0.127522595926021,0.133702917901691,0.0408596333526976,-0.0487563463850123,-0.0325914977125676,0.00167894296630805,1.26705964513876e-16,"M17",0.00774544094099895,0.0499854019987823,0.240272434831342
-0.0173242745727982,0.230202999711179,-0.1035046341085,0.119548086998222,-0.0307929991395184,0.0456974492846155,0.0015553127868478,-0.0620542782661478,-0.0808162663618203,-0.108293203642258,0.0321824644030756,-0.0176990919679752,0.146076408308073,0.140495556574319,0.0439515458374444,0.0912485155433584,-0.0447288230697534,0.0539062312594484,-0.0258195079449391,-0.0360236043074196,0.0817157213808936,-0.115965808800581,0.0562447979237227,0.0616644427334684,0.0295133495041081,-0.00414978837046798,-0.0453744473217615,-0.0125346908708304,0.0240815543878595,0.0270839724568481,-0.0477659018017448,-0.0469653008847763,-0.0941143938786399,0.0823660667522637,-0.12656908276897,0.0986261069237689,0.0641265268675922,0.0511661239261414,-0.0869418019221861,-0.0824846244090667,-0.064330374992759,-0.0821555287324177,0.115321833277058,0.0660788534893263,0.111971535718783,-0.0917259829387545,0.221839837770758,-0.0475405099015197,0.0285175806011858,-0.0510308701064647,-0.0239837447550752,-0.00745029032025492,-0.144865897296925,-0.0311156978808395,0.0766173714743234,0.0878966652534043,0.097216339959131,0.26086655933452,0.205833497391414,-0.0584380293216934,-0.146110810581173,0.204859923530434,0.130785332128598,-0.139009138416556,0.102169220074459,-0.0635379364367356,-0.0846213050951086,0.0182996700244562,-0.088188758072274,-0.0285358595928966,-0.0808874838317431,-0.244402948891083,-0.165390033619866,0.294378900919817,0.195088766302031,0.201096567041512,0.00652369625892473,0.166442476172691,0.0503207030080558,-0.128195452764004,0.106976779251133,0.0421014099459372,-0.0236673687035995,-0.0334195234921457,-0.0210677449496631,0.10967874976391,-0.0255556260544717,0.069216665181048,0.0546149314987404,0.0467944997970794,0.0126835150725086,0.0266076339133807,-6.84278230798484e-06,1.09910995235718e-17,"P9",0.000300130489473701,0.0529934210760252,0.2308539615547
-0.0863415141372303,0.21073033286155,0.0101684032262786,0.13083081838306,0.0886111304357116,0.074317005752601,0.0282065376567596,0.241175876957471,0.0906772377866643,0.0295737447225033,-1.9325258671573e-05,-0.000699465771098284,0.000532998115407002,0.0243530094712938,-0.0920350748473036,-0.0669610922040132,0.152152897302514,-0.00975901447701203,0.000229007565354697,-0.0608953544196703,0.010542337884671,-0.0731036811327708,-0.0230538582866052,-0.0487956530702106,-0.00272132623511678,0.0271672187283072,0.0100370044239801,0.00738352954132537,-0.0327288522655835,-0.0146561397251768,0.0336939654611321,-0.0613178111053014,0.0494040190260858,-0.0525819716461077,-0.0309762695098252,-0.00727540801381165,-0.0974244061185675,-0.129742595683752,-0.000376540485540977,0.03400324082415,0.037197536869559,0.000691598244465264,0.0602911700078013,-0.0140621065541502,0.0270798790280074,0.102658725755912,-0.149322947306188,-0.0875829674456967,0.0496191363026674,-0.00944052742772051,-0.0374627272614312,0.115047224450259,0.0437829987751038,0.0753604921283301,-0.0208498467020742,-0.0824305304544886,-0.0326188782113435,-0.111969103226924,-0.118726460804794,0.0249584004783983,0.103558787232196,0.0403805102739066,-0.0195582137656048,0.0093172399056557,0.052695751276977,-0.138174440226875,-0.023712022220275,-0.0480781781120132,-0.131813385065925,-0.0734592524100924,0.00559402531461922,-0.0665416001118335,0.273765675962785,0.151334070944095,0.256322782974546,0.194038162068917,0.181123743207219,-0.0791173382125511,-0.0229955931629183,0.193012616213126,-0.0393487326781182,0.0540795225289401,-0.0271284421159762,0.267844408085168,-0.174594911827936,-0.0296036280228306,0.219467968851999,0.25387326241353,-0.0549560288987807,0.224784889111717,0.177052384089161,-0.0660671904857794,0.00229804493699365,-2.57582719260033e-18,"I8",0.00745485706350954,0.0444072731879397,0.227732584957553
-0.227392459846391,0.0018589009268435,0.0786558399538006,-0.044436617850193,0.0681749449176578,-0.199396540647021,-0.119939417390941,0.0150272677929927,0.00598941859370308,0.0250605857231469,0.0723750605334038,-0.000597692205816984,0.0235228092038345,0.02866509317177,0.0365455765067895,0.0085627913517598,0.0616517760414711,0.0250887774281711,0.0128061830056791,-0.0174559667107031,-0.0687748372179896,0.0256076060498208,-0.0701365511235,0.0811716911627334,-0.0301540793786298,-0.0248743751913856,0.102068408348836,0.0244980412851796,0.059198236310512,-0.103876882311814,0.0522491846476551,0.00532621749551998,-0.000592502446039497,-0.0511472121287058,0.0543814838413363,-0.0233257394165622,-0.0868319281537738,0.119614513045185,-0.0105820449282959,0.0951806393830592,0.0101107673132705,-0.000203554189551126,-0.0545119077502868,-0.115504709341406,0.010002072622368,-0.086027083119091,-0.0108499453942212,-0.0445095631226336,-0.173509343913497,0.0581639333072949,-0.0365194206487006,-0.0453044410608151,-0.114181778821679,0.0236636454067802,0.0227781585176835,-0.029089297052838,0.0268037969636411,-0.0436304945659822,-0.0558629458191043,0.0181226218674054,0.0464340789525194,-0.00769811226280449,0.062387582172184,-0.102596878036281,-0.0256322644793049,0.100123791080947,0.0309114642438608,-0.0193592745086782,0.199613077820492,-0.0592293552311974,-0.217187342526797,0.0993927874354149,0.0895654549808826,0.055375934648791,0.119666455051965,0.312411114186215,0.201597896868157,0.0511518909469339,0.0280710924687149,0.317730418586846,0.320185511353651,-0.126785260977509,-0.112708332040123,-0.317835122865253,0.232538928371234,-0.0292421171018818,-0.0601937961206657,-0.0531724522598889,0.0485675495637017,-0.0659505896373188,0.0490529458135878,-0.0101683397182492,0.00126465751811196,-2.10640153323199e-17,"P8",0.0517073307949926,3.45551265581962e-06,0.227400057844426
